Classification,Ticket Number,Title,Description,Account,Queue,Resources,Status,Priority,Created,Due,Impact,Issue Type,Sub-Issue Type,Resolution
CDS-Northwest,T20220803.0753,Re: AWS Accounts,"FROM: mbelanger@synoptek.com
FROM NAME: Mark Belanger
TO: Vaibhav.Tawade@chcs-services.com;sdubey@synoptek.com;CustomerSupport@synoptek.com
CC: Subramanian.Seshan@chcs-services.com;ken.cook@chcs-services.com;sjaiswal@synoptek.com

Email Body: 
Hi Vaibhav,

We are creating a support ticket to track this request.

Mark

From:
Vaibhav Tawade <Vaibhav.Tawade@chcs-services.com>
Date: Wednesday, August 3, 2022 at 9:47 AM
To: Sahil Dubey <sdubey@synoptek.com>, Mark Belanger <mbelanger@synoptek.com>
Cc: Subramanian Seshan <Subramanian.Seshan@chcs-services.com>, Ken Cook <ken.cook@chcs-services.com>
Subject: RE: AWS Accounts
Hi -

We need one more user credential for
@Umesh Papale [mailto:Umesh.Papale@chcs-services.com].
We also need a 30 mins training session please to understand the dashboard, filtering and drill-down capabilities etc.

Best regards, Vaibhav Cell: 850-206-0513

From: Sahil Dubey <sdubey@synoptek.com>
Sent: Monday, July 25, 2022 6:54 AM
To: Vaibhav Tawade <Vaibhav.Tawade@chcs-services.com>; Mark Belanger <mbelanger@synoptek.com>
Cc: Subramanian Seshan <Subramanian.Seshan@chcs-services.com>; Ken Cook <ken.cook@chcs-services.com>
Subject: Re: AWS Accounts

Hi All,

I am sending you the SOP to access the AWS Accounts. ","iBAS, Inc (CHCS)",Architecture,"DUBEY, SAHIL (primary)",Complete,P4 - Functional,8/3/2022 21:20,8/8/2022 21:20,Single User,User Administration,Other,
CDS-Northwest,T20220803.0755,Unable to connect to RDS,"Unable to connect to RDS

T20220803.0059 - Not able to connect prod or non-prod database server using RDP priority","iBAS, Inc (CHCS)",Global Shared Service Desk,"ODIYAR, CHANDRAKIRAN (primary)",Complete,P3 - Moderate,8/3/2022 21:21,8/4/2022 21:21,Single User,Virtual Desktop,View - Login Issue,
CDS-Northwest,T20220803.0765,Training - Pulling and providing call recordings - Enghouse,"Training - Pulling and providing call recordings - Enghouse

Training provided by Valdez","iBAS, Inc (CHCS)",SO - Server Engineering,"MCNEILL, JOE (primary) | HUNTER, BRADY",Complete,P4 - Functional,8/3/2022 21:25,8/8/2022 21:25,Single User,Cloud,Other,Closing - Ticket opened for time tracking for Call Recording retrieval training
CDS-Northwest,T20220803.0768,T20220803.0709 -,"FROM: uccx@synoptek.com
FROM NAME: 
TO: customersupport@synoptek.com
CC: 

Email Body: 
A customer has chosen to leave a voice message in the U.S. SouthWest queue for a call back  2072509 0 8504853920","iBAS, Inc (CHCS)",Merged Tickets,"NAIR, NITIN (primary)",Complete,P3 - Moderate,8/3/2022 21:26,8/4/2022 21:26,Single User,Miscellaneous,General Instruction,
CDS-Northwest,T20220803.0771,Unable to connect to Keeper,Unable to connect to Keeper,"iBAS, Inc (CHCS)",CDS-Northwest,"YBARSABAL, RAY (primary)",Complete,P3 - Moderate,8/3/2022 21:28,8/4/2022 21:28,Single User,Virtual Desktop,View - Login Issue,"Successfully ran the Umbrella fix job.
Waiting to confirm user is working.

Customer confirms she's up and working.
No further action required.
Closing ticket."
CDS-Northwest,T20220803.0795,CHCS - Inventory,,"iBAS, Inc (CHCS)",SO - Public Cloud,"DADHANIA, PINAL (primary) | KALARIYA, MEET | RANJAN, ARNAV",Complete,Scheduled,8/3/2022 21:35,8/19/2022 21:34,Single User,Cloud,Other,
CDS-Northwest,T20220803.0798,Unable to connect to RDS,"Unable to connect to RDS

T20220803.0059 - Not able to connect prod or non-prod database server using RDP priority

CHCS-1MV5FL3","iBAS, Inc (CHCS)",CDS-Northwest,"AMOS, BRIAN (primary)",Complete,P3 - Moderate,8/3/2022 21:36,8/4/2022 21:36,Single User,Virtual Desktop,View - Login Issue,"Ran the script to correct the Umbrella issue, but this did not work.
user was unable to connect to the house wifi, but could connect to her hotspot.
I discovered that her wireless NIC was not releasing the hotspot DNS server, so it was continuing to block her from connecting to anything on the interneet.
I ran flushdns, winsock reset, netsh int ip reset, rebooted, rolled back NIC driver, but nothing work. Eventually I had to uninstall the NIC, then reboot the machine. Once that was done, the hotspot DNS server IP was gone and the NIC was using the normal DNS servers for the house WIFI.
User connected to all services, VPN, and RDS.
No further issues.
Closing ticket."
CDS-Northwest,T20220803.0810,RDS,"FROM: jill.smith@chcs-services.com
FROM NAME: Jill Smith
TO: support@synoptek.com
CC: laquaya.caldwell@chcs-services.com

Email Body: 
I made a call at 939am with the issue of not being able to stay logged in to the RDS.  I have not gotten a return call, and the issue continues.  After shutting down several times, I can accomplish one task and then I am kicked out again.

I do need this fixed ASAP.

Sent from Mail<https://urldefense.proofpoint.com/v2/url?u=https-3A__go.microsoft.com_fwlink_-3FLinkId-3D550986&d=DwIFAg&c=euGZstcaTDllvimEN8b7jXrwqOf-v5A_CdpgnVfiiMM&r=lXVQKPQcW1NQNprS6zLd_35EsYwMHpO5zna_MGAJEtc&m=Ma2pP0NmLNOLIYWghYjJwP259mxuSbYKiRCqukD0ulw&s=iAWogYgL9L-dQnquPQ3SxDxs8YBQWX4JTZbHrfjqcEU&e=> for Windows

Unable to find match for contact email 'jill.smith@chcs-services.com'.","iBAS, Inc (CHCS)",Global Shared Service Desk,"WHITE, MICHEAL (primary)",Complete,P3 - Moderate,8/3/2022 21:40,8/4/2022 21:40,Single User,Endpoint Management,Other,
CDS-Northwest,T20220803.0816,Cannot access RDS,"FROM: melissa.locco@chcs-services.com
FROM NAME: Melissa Locco
TO: support@synoptek.com
CC: 

Email Body: 
Beginning today, I am not able to access RDS in Chrome or IE Edge.  I receive the below error message.  Please advise asap.

[cid:d76ac70a-da22-4de6-a8e9-96f6c301437f]

[cid:8c93c479-4353-44ed-a1ed-cf6efd15ffe7]

Melissa Locco

Senior Business Analyst

BCD/Policyholder Services

melissa.locco@chcs-services.com","iBAS, Inc (CHCS)",Global Shared Service Desk,"KALE, RAHUL (primary)",Complete,P3 - Moderate,8/3/2022 21:43,8/8/2022 19:12,Single User,Software,:Other,
CDS-Northwest,T20220803.0828,Unable to access RDS,Unable to access RDS,"iBAS, Inc (CHCS)",Global Shared Service Desk,"CHOUDHARY, SHASHANK (primary)",Complete,P3 - Moderate,8/3/2022 21:50,8/4/2022 21:50,Single User,User Administration,Other,
CDS-Northwest,T20220803.0864,Case 360 not showing documents,Client called in because Case 360 is not showing documents,"iBAS, Inc (CHCS)",Global Shared Service Desk,"WHITE, MICHEAL (primary)",Complete,P3 - Moderate,8/3/2022 22:10,8/4/2022 22:10,Single User,Network Device Configuration,Other,
CDS-Northwest,T20220803.0913,RDS URL not able to login again,"FROM: Alok.Singh@chcs-services.com
FROM NAME: Alok Kumar Singh
TO: customersupport@synoptek.com
CC: jshook@synoptek.com

Email Body: 
Hi Team,

I have again same issue with RDS URL, not able to login. Please look into this.

https://urldefense.proofpoint.com/v2/url?u=https-3A__rds.chcs-2Dhosting.com_RDWeb&d=DwIFAg&c=euGZstcaTDllvimEN8b7jXrwqOf-v5A_CdpgnVfiiMM&r=VJm3HREGiVLl2n91z3A4o7wYVt53FeLTZBHwuTC_IYg&m=Up9saehUMuR5UBo1JmgFrJMZMAof6S111XfESxv6V9Q&s=TDS2I3yKhxD2cKGzgSa4SUtQxh7uhVYDxrJxqzlTmro&e=

[cid:image001.png@01D8A786.4AF2EC00]

Regards,

[cid:image002.png@01D8A786.4AF2EC00]
Alok K Singh
Information Security Access Administrator | IBAS Noida Operations-CHCS IT Project
alok.singh@chcs-services.com<mailto:alok.singh@chcs-services.com>
Mobile:+91-999-916-7954","iBAS, Inc (CHCS)",Global Shared Service Desk,"EACHAMBADI, NAUNIT (primary)",Complete,P3 - Moderate,8/3/2022 22:17,8/4/2022 22:17,Single User,User Administration,Account Administration,"Remoted into the user machine
Machine name: CHCS-5CG1480KRT
Set the wifi adapter to automatic
Disabled the umbrella roaming client
Rebooted the machine
Had user try the RDS login
All working good
Confirmed to close the ticket"
CDS-Northwest,T20220803.0929,"""[Auto Install Monitor - Trend Micro WFBS [WIN][Component]] - TMWFIM_Result: Trend Micro Not Installed (No variables) for CHCS-8VSMHL3""","This alert ticket was generated from AEM alert  #9987635b-2e3f-4793-baa4-1897330feaf4 for the trigger ""[Auto Install Monitor - Trend Micro WFBS [WIN][Component]] - TMWFIM_Result: Trend Micro Not Installed (No variables)"" within the policy ""Auto Install Monitor - Trend Micro WFBS [WIN][Workstations]"". We last saw this Latitude 3520 (Dell Inc.) device online at 2022-08-03 16:26:27 UTC. The last known user was ""AzureAD\KumariKaushlaya"".","iBAS, Inc (CHCS)",SO - Endpoint Management,"DOTY JR, FRANCIS (primary)",Complete,P4 - Functional,8/3/2022 22:22,8/10/2022 21:56,,Software,"Anti-Virus (AVG, etc)",
CDS-Northwest,T20220803.0931,RDS not working,"FROM: irfan.khan@chcs-services.com
FROM NAME: Irfan Khan
TO: support@synoptek.com
CC: 

Email Body: 
Hi Team,

Just to inform you that RDS is not working and the Incident is already going on so can someone provide the tentative time when the issue will be resolve.

Regards
Irfan","iBAS, Inc (CHCS)",Global Shared Service Desk,"SABHANI, NIKHIL (primary)",Complete,P3 - Moderate,8/3/2022 22:24,8/5/2022 5:49,Single User,Software,:Other,
CDS-Northwest,T20220803.1019,RDS is not working,"FROM: amit.kumar@chcs-services.com
FROM NAME: Amit Kumar
TO: support@synoptek.com;customersupport@synoptek.com
CC: 

Email Body: 
Hi Team,

My RDS is not working. It gives below error. Request you to please do the needful ASAP. Thank you.

Name -Amit Kumar
User Id- akuma207

[Graphical user interface, text, application  Description automatically generated]

Regards,
_____________________________________________________________________
Amit Kumar
Process Lead | CHCS Services Inc.| [cid:image002.jpg@01D8A78C.FDE2D130]  Branch Office | FS-Business Services |

[cid:image003.png@01D8A78C.FDE2D130]
[cid:image004.jpg@01D8A78C.FDE2D130]
CHCS Services Inc. India Branch Office
Candor Tech Space Building, Plot No. 20 & 21 Sea View Developers,
Tower 9, Sector 135, Noida, Uttar Pradesh- 201301
Tel.: +91 0 120 3071551 - Mob.: + 91 9911568429
https://urldefense.proofpoint.com/v2/url?u=http-3A__www.chcsservices.com&d=DwIFAg&c=euGZstcaTDllvimEN8b7jXrwqOf-v5A_CdpgnVfiiMM&r=VJm3HREGiVLl2n91z3A4o7wYVt53FeLTZBHwuTC_IYg&m=U_RTQ7iVdstEd4v8xEBmJjtgD5txbxA61Pys5hhacSo&s=NJjoxWxe1aPS_i4jUBKGFEtzNl0510XC1MqaQEEhNho&e=<https://urldefense.pr","iBAS, Inc (CHCS)",Global Shared Service Desk,"WILLS, ANDREW (primary)",Complete,TBD,8/3/2022 23:02,8/4/2022 21:03,,,,
CDS-Northwest,T20220803.1036,User unable to connect to RDS,"FROM: judith.candelaria@chcs-services.com
FROM NAME: Judith A Candelaria
TO: support@synoptek.com
CC: christie.baker@chcs-services.com

Email Body: 
Please connect with Christie.baker@chcs-services.com as she lost connection to access RDS.

Thank you.

[cid:ee8e76c4-31b9-4a2e-8c8e-6e489c8eb1d4]
Judith Candelaria
PCU Manager
Process Control Unit
judith.candelaria@chcs-services.com
Mobile:  215-834-0241","iBAS, Inc (CHCS)",Global Shared Service Desk,"NAIR, BIJOY (primary)",Complete,P3 - Moderate,8/3/2022 23:11,8/5/2022 0:06,Single User,User Administration,Account Administration,
CDS-Northwest,T20220803.1037,Unable to connect to RD Web Access,Unable to connect to RD Web Access,"iBAS, Inc (CHCS)",Global Shared Service Desk,"YBARSABAL, RAY (primary)",Complete,P3 - Moderate,8/3/2022 23:11,8/4/2022 23:11,Single User,Endpoint Management,Connectivity,
CDS-Northwest,T20220803.1047,CHCS-PCU: Unable to get into RDS,"FROM: rosa.pena-roberts@chcs-services.com
FROM NAME: Rosa Pena-roberts
TO: support@synoptek.com
CC: judith.candelaria@chcs-services.com

Email Body: 
Hello Synoptek,

I'm having trouble getting into RDS. The screenshot below shows the error message received. Please assist at the earliest convenience.

[cid:image005.jpg@01D8A73F.410A9360]

Best Regards,

Rosa Pena-Roberts, MBA, LTCP
Process Lead, Process Control Unit | Long Term Care Dept.
rosa.pena-roberts@chcs-services.com<mailto:rosa.pena-roberts@chcs-services.com> | Teams Telf. (267) 435 1579

CHCS Services | Horsham, PA| US

[cid:image004.png@01D8A73F.40FB9F40]","iBAS, Inc (CHCS)",Global Shared Service Desk,"EACHAMBADI, NAUNIT (primary)",Complete,P3 - Moderate,8/3/2022 23:16,8/4/2022 23:16,Single User,Endpoint Management,Other,"Remoted into the user machine
Machine name: CHCS-5CG1346NK6
Dsiable the umbrella roaming in services.msc
Changed the adapter settings to automatic
Rebooted the machine
Had user try the RDS
All good
Confirmed to close the ticket"
CDS-Northwest,T20220803.1058,Manager distro lists,"FROM: Kate.Walker@chcs-services.com
FROM NAME: Kate Walker
TO: support@synoptek.com
CC: nora.dugger@chcs-services.com

Email Body: 
Hello,

Attached is a spread sheet with US and India Managers. Please create distribution lists for each category (US and India) and name them US Managers and India Managers.

These lists will be replacing the Managers and Managers List Global. Once the distribution lists above are create, please delete the existing ""Managers"" and ""Managers List_Global"" distribution lists.

Please let me know if you have any questions or need further clarification.

Thanks,
Kate","iBAS, Inc (CHCS)",Global Shared Service Desk,"PATODI, ANKIT (primary)",Complete,P3 - Moderate,8/3/2022 23:23,8/5/2022 0:05,Single User,User Administration,Account Administration,
CDS-Northwest,T20220803.1153,Various non-prod servers and websites down,"IBSMANPREAPP04 Ping 100 3:30 PM
IBSMANDEVAPP27 Ping 100 3:30 PM
IBSMANPREAPP05 Ping 100 3:30 PM
IBSMANDEVFTP01 Ping 100 3:30 PM
IBSMANUATAPP18 Ping 100 3:30 PM
IBSMANDEVAPP34 Ping 100 3:30 PM
iBAS CHCS - Internal Website - https://stgextchcsservices.chcs-hostingdev.com website-Overall 1 of 1 collectors report error 3:27 PM
iBAS CHCS - Internal Website - https://stgextcareforcenetwork.chcs-hostingdev.com website-Overall 1 of 1 collectors report error 3:27 PM
IBSMANPREAPP03 Ping 100 3:30 PM
IBSMANDEVELOP05 Ping 100 3:30 PM
iBAS CHCS - Internal Website - https://stgextprovidernetwork.chcs-hostingdev.com website-Overall 1 of 1 collectors report error 3:27 PM
iBAS CHCS - Internal Website - https://stgextyca.chcs-hostingdev.com website-Overall 1 of 1 collectors report error 3:27 PM
iBAS CHCS - Website - https://uatsoa.chcsmemberportal.com website-Overall 2 of 2 sitemonitors report error 3:27 PM
US-E1:IBSMANSTGDB02_i-090b2b8de5092e8e6 AWS_EC2 No Data 4:16 PM
US-E1:IBSMANDEVDB13_i-09931b47cc9ac93f0 AWS_EC2 No Data 4:16 PM
US-E1:IBSMANPREDB04_i-091c791b7de364d07 AWS_EC2 No Data 4:16 PM
IBSMANDEVDB08 Ping 100 3:30 PM
IBSMANDEVELOP03 Ping 100 3:30 PM
IBSMANDEVDB01 Ping 100 3:30 PM
US-E1:IBSMANUATDB01_i-0c7950ffce6008156 AWS_EC2 No Data 4:16 PM
US-E1:IBSMANDEVFTP01_i-02f576ff0e29cd980 AWS_EC2 No Data 4:16 PM
US-E1:IBSMANDEVDB01_i-01de2c13b509f7169 AWS_EC2 No Data 4:16 PM
US-E1:IBSMANDEVDB04_i-071cdadc836d7d484 AWS_EC2 No Data 4:16 PM
US-E1:IBSMANDEVDB12_i-08fd84361ea98e205 AWS_EC2 No Data 4:16 PM
US-E1:IBSMANDEVDB03_i-071f1d8483ce808bc AWS_EC2 No Data 4:16 PM","iBAS, Inc (CHCS)",EOC,"ARTHURS, DAVID (primary)",Complete,Scheduled,8/3/2022 23:49,8/13/2022 4:30,Single User,Server Management,Server Down,No further issues with SDT schedule.
CDS-Northwest,T20220803.1154,case 360 issue.,"FROM: uccx@synoptek.com
FROM NAME:
TO: customersupport@synoptek.com
CC:

Email Body:
A customer has chosen to leave a voice message in the U.S. SouthWest queue for a call back  2072509 0 2674351530

case 360 issue.","iBAS, Inc (CHCS)",Merged Tickets,"ODIYAR, CHANDRAKIRAN (primary)",Complete,P3 - Moderate,8/3/2022 23:49,8/4/2022 23:49,Single User,Miscellaneous,General Instruction,
CDS-Northwest,T20220803.1156,RE: Termination of System Access Thomas Ernest,"FROM: Alok.Singh@chcs-services.com
FROM NAME: Alok Kumar Singh
TO: nora.dugger@chcs-services.com;CustomerSupport@synoptek.com
CC: ibasuserprovisioning@chcs-services.com;chcsdba.support@chcs-services.com;Jennifer.Gauci@chcs-services.com

Email Body: 
Hi Nora,

User Ernest Thomas/ erthomas terminated from application AS400. No other application access has been found.

Regards,

[cid:image002.png@01D8A793.48181AC0]
Alok K Singh
Information Security Access Administrator | IBAS Noida Operations-CHCS IT Project
alok.singh@chcs-services.com<mailto:alok.singh@chcs-services.com>
Mobile:+91-999-916-7954

From: Nora Dugger <nora.dugger@chcs-services.com>
Sent: 03 August 2022 19:25
To: CustomerSupport@synoptek.com
Cc: DL IN IBAS User Provisioning <ibasuserprovisioning@chcs-services.com>; DL IG https://urldefense.proofpoint.com/v2/url?u=http-3A__chcsdba.support&d=DwIFAg&c=euGZstcaTDllvimEN8b7jXrwqOf-v5A_CdpgnVfiiMM&r=4R5KfZJsEYzGDFkWGKm0QFIvkYo0FhapqINnMBTTLaM&m=DKlkngOvfJQpugDsPB__4zVPlkDQVqrqMpf6FJG85Hk&s=K17FLwgniN7Vv_lUPwBEY1jUkzHm7J5bbnJVlA40SQc&e= <https://urldefense.proofpoint.com/v2/url?u=http-3A__chcsdba.support-40chcs-2Dservices.com&d=DwIFAg&c=euGZstcaTDllvimEN8b7jXrwqOf-v5A_CdpgnVfiiMM&r=4R5KfZJsEYzGDFkWGKm0QFIvkYo0FhapqINnMBTTLaM&m","iBAS, Inc (CHCS)",Merged Tickets,"VAN ROSSUM, NICHOLAS (primary)",Complete,Scheduled,8/3/2022 23:50,8/4/2022 21:51,,,,
CDS-Northwest,T20220803.1166,Not able to log into Five 9,Rinda called in as she was unable to log into Five 9,"iBAS, Inc (CHCS)",Global Shared Service Desk,"NAIR, BIJOY (primary)",Complete,P3 - Moderate,8/3/2022 23:53,8/4/2022 23:53,Single User,Endpoint Management,Other,
CDS-Northwest,T20220803.1173,RE: Termination of System Access Thomas Ernest,"FROM: nora.dugger@chcs-services.com
FROM NAME: Nora Dugger
TO: Alok.Singh@chcs-services.com;CustomerSupport@synoptek.com
CC: ibasuserprovisioning@chcs-services.com;chcsdba.support@chcs-services.com;Jennifer.Gauci@chcs-services.com

Email Body: 
Thank you!

From: Alok Kumar Singh <https://urldefense.proofpoint.com/v2/url?u=http-3A__Alok.Singh-40chcs-2Dservices.com&d=DwIFAg&c=euGZstcaTDllvimEN8b7jXrwqOf-v5A_CdpgnVfiiMM&r=4R5KfZJsEYzGDFkWGKm0QFIvkYo0FhapqINnMBTTLaM&m=gmXMcVZ79o1eC2HWyGZ5IrWGOXwgslpV3Ij2dAgSo30&s=rjBjhsg6fSUxKCwrYhUoebZHcpL1wprjb2pSqyGzQfI&e=>
Sent: Wednesday, August 3, 2022 12:20 PM
To: Nora Dugger <nora.dugger@chcs-services.com>; CustomerSupport@synoptek.com
Cc: DL IN IBAS User Provisioning <ibasuserprovisioning@chcs-services.com>; DL IG https://urldefense.proofpoint.com/v2/url?u=http-3A__chcsdba.support&d=DwIFAg&c=euGZstcaTDllvimEN8b7jXrwqOf-v5A_CdpgnVfiiMM&r=4R5KfZJsEYzGDFkWGKm0QFIvkYo0FhapqINnMBTTLaM&m=gmXMcVZ79o1eC2HWyGZ5IrWGOXwgslpV3Ij2dAgSo30&s=wbM549dGK80JkaaYBpB8W-IfYBEK5FreW8Ypq4tzBY0&e= <https://urldefense.proofpoint.com/v2/url?u=http-3A__chcsdba.support-40chcs-2Dservices.com&d=DwIFAg&c=euGZstcaTDllvimEN8b7jXrwqOf-v5A_CdpgnVfiiMM&r=4R5KfZJsEYzGDFkWGKm0QFIvkYo0FhapqINnMBTTLaM&m=gmXMcVZ79o1eC2HWyGZ5IrWG","iBAS, Inc (CHCS)",Merged Tickets,,Complete,Scheduled,8/3/2022 23:57,8/4/2022 21:58,,,,
CDS-Northwest,T20220803.1207,Backup Job Failure: ma01-ibas-prd,"Backup Job Failed - Prioritize as P3 - Moderate.
---------------------------------------------------

CommCell: cs01-syn-las1

Client: ma01-ibas-prd
--Agent Type: Windows File System
--Instance: Not Applicable
--Backupset: defaultBackupSet
--Subclient: PRUUFSX01

Detected Time: Wed Aug  3 11:40:33 2022

Job Information
---------------------------------------------------
Job ID: 6466850
Backup Level: Synthetic Full
Scheduled Time: Wed Aug  3 07:33:23 2022
Start Time: Wed Aug  3 07:33:27 2022
End Time: Wed Aug  3 11:40:31 2022","iBAS, Inc (CHCS)",Merged Tickets,,Complete,Scheduled,8/4/2022 0:11,8/3/2022 23:10,,,,
CDS-Northwest,T20220803.1238,Case360 -  Unable to access any documents in policy holders files,"Retrieved Voicemail from Dominique (lastname could not make out)

336-561-0952","iBAS, Inc (CHCS)",Global Shared Service Desk,"BOONE, JAKE (primary)",Complete,P3 - Moderate,8/4/2022 0:23,8/12/2022 0:25,Single User,Endpoint Management,Configuration,
CDS-Northwest,T20220803.1239,Issues uploading document to Case 360,User is unable to upload eligibility work sheet on case 360,"iBAS, Inc (CHCS)",Global Shared Service Desk,"ODIYAR, CHANDRAKIRAN (primary)",Complete,P4 - Functional,8/4/2022 0:23,8/9/2022 0:42,Single User,User Administration,Account Administration,
CDS-Northwest,T20220803.1240,Distribution list Addition,"FROM: Shikhar.Srivastava@chcs-services.com
FROM NAME: Shikhar Srivastava
TO: support@synoptek.com;customersupport@synoptek.com
CC: 

Email Body: 
Hi Team,

Please add Naseem Shahzad (naseem.shahzad@chcs-services.com<mailto:naseem.shahzad@chcs-services.com>) in below mentioned distribution list:

DL IN CHCS BAU WFM <chcsbauwfm@chcs-services.com<mailto:chcsbauwfm@chcs-services.com>>

Thanks & Regards,

Shikhar Kumar Srivastava
Senior Associate | CHCS WFM

[cid:image001.jpg@01D8A798.5296C5F0]","iBAS, Inc (CHCS)",Global Shared Service Desk,"PATODI, ANKIT (primary)",Complete,P5 - Service Request,8/4/2022 0:23,8/11/2022 0:23,Single User,User Administration,Account Administration,
CDS-Northwest,T20220803.1257,Backup Job Failure: ma02-ibas-prd,"Backup Job Failed - Prioritize as P3 - Moderate.
---------------------------------------------------

CommCell: cs01-syn-las1

Client: ma02-ibas-prd
--Agent Type: Windows File System
--Instance: Not Applicable
--Backupset: defaultBackupSet
--Subclient: CNAFSX01

Detected Time: Wed Aug  3 11:59:02 2022

Job Information
---------------------------------------------------
Job ID: 6466851
Backup Level: Synthetic Full
Scheduled Time: Wed Aug  3 07:33:24 2022
Start Time: Wed Aug  3 07:33:26 2022
End Time: Wed Aug  3 11:59:01 2022","iBAS, Inc (CHCS)",Merged Tickets,,Complete,Scheduled,8/4/2022 0:29,8/3/2022 23:28,,,,
CDS-Northwest,T20220803.1258,Backup Job Failure: ma02-ibas-prd,"Backup Job Failed - Prioritize as P3 - Moderate.
---------------------------------------------------

CommCell: cs01-syn-las1

Client: ma02-ibas-prd
--Agent Type: Windows File System
--Instance: Not Applicable
--Backupset: defaultBackupSet
--Subclient: PRDDFSX01

Detected Time: Wed Aug  3 11:58:42 2022

Job Information
---------------------------------------------------
Job ID: 6466852
Backup Level: Synthetic Full
Scheduled Time: Wed Aug  3 07:33:24 2022
Start Time: Wed Aug  3 07:33:26 2022
End Time: Wed Aug  3 11:58:39 2022","iBAS, Inc (CHCS)",Merged Tickets,,Complete,Scheduled,8/4/2022 0:29,8/3/2022 23:28,,,,
CDS-Northwest,T20220803.1265,Unable to access any Non Prod Servers,"FROM: Jatin.Khanna@chcs-services.com
FROM NAME: Jatin Khanna
TO: support@synoptek.com
CC: 

Email Body: 
Continuation to Ticket:  T20220726.0455

[cid:image002.png@01D8A741.C217C480]","iBAS, Inc (CHCS)",BISG,"FERDYN, MARIUSZ (primary) | REIMANN, KIRK",In Progress,P4 - Functional,8/4/2022 0:33,8/5/2022 0:33,Single User,User Administration,Account Administration,
CDS-Northwest,T20220803.1282,RDS issue,CB : CHCS-HOSTINGDEV\,"iBAS, Inc (CHCS)",Global Shared Service Desk,"SABHANI, NIKHIL (primary)",Complete,P3 - Moderate,8/4/2022 0:44,8/5/2022 0:44,Single User,User Administration,Other,
CDS-Northwest,T20220803.1285,LogicMonitor (critical) Alert - IBSMANPRDAPP21 - CPU,"Group: Devices by Type/Windows Servers, Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/US East 1/Servers - Prod, Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/Servers - Prod/Case360 - CNA - Prod, System Type/All Servers (no LM Collectors), Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/Servers - Prod/OCC - BAU - Prod, Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/Servers - Prod/Case360 - BAU - Prod, System Type/Windows Host: IBSMANPRDAPP21 Severity Level: critical LMD537212924 critical - IBSMANPRDAPP21 CPU CPUBusyPercent
Windows host IBSMANPRDAPP21 is reporting high CPU usage of 100.0 % , placing the host into critical state.

This started at 2022-08-03 12:44:03 MDT, -- or 0h 33m ago

https://synoptek.itglue.com/2536478/docs/6271417

Alert Rule: This alert matches the rule iBAS, Inc_Critical
Alert has been sent to:
stage 1:  EOCUser(sms)

Recipients: Alert now is going to stage 2 recipients:  EOCUser(Autotask Integration 2)Alert URL: https://synoptek.logicmonitor.com/santaba/uiv4/alert#detail~id=LMD537212924&type=alert","iBAS, Inc (CHCS)",EOC,"FERRIS, NIGEL (primary)",Complete,P2 - Impaired,8/4/2022 0:47,8/4/2022 6:47,Multiple Users,Server Management,CPU Utilization,"Alert cleared

Closing case"
CDS-Northwest,T20220803.1318,RDS,"FROM: randy.siefker@chcs-services.com
FROM NAME: Randy Siefker
TO: support@synoptek.com
CC: 

Email Body: 
Hello, I cannot get into RDS again

[cid:image001.png@01D8A74D.4D60A790]","iBAS, Inc (CHCS)",Global Shared Service Desk,"EACHAMBADI, NAUNIT (primary)",Complete,Scheduled,8/4/2022 0:57,8/5/2022 0:57,Single User,Endpoint Management,Other,"Called user
Remoted into the user machine
Machine name: CHCS-5CG1346P15
Set the wifi adapter to automatic
Disabled the umbrella roaming client
Rebooted the machine
Had user try the RDS login
All working good
Confimed to close the ticket"
CDS-Northwest,T20220803.1384,RDS and Application Access Request Durant & Christian,"FROM: nora.dugger@chcs-services.com
FROM NAME: Nora Dugger
TO: CustomerSupport@synoptek.com
CC: ibasuserprovisioning@chcs-services.com;chcsdba.support@chcs-services.com

Email Body: 
Hello Support,

Please process the attached RDS and Application Request for New Users Natasha Durant and Asyah Christian.

The form is attached.

Best Regards,

Nora Dugger

[cid:image001.png@01D8A73F.C425CEE0]
Nora Dugger
HR Business Partner
nora.dugger@chcs-services.com<mailto:nora.dugger@chcs-services.com>","iBAS, Inc (CHCS)",Global Shared Service Desk,"CAMPBELL, MATTHEW (primary)",Complete,P5 - Service Request,8/4/2022 1:26,8/11/2022 1:26,Single User,User Administration,Account Administration,
